customer_id,gender,age,region,tenure_months,contract_type,internet_service,monthly_gb_download,streaming_package,tech_support_calls,payment_method,monthly_charges,total_charges,late_payments,account_manager,last_login_date,credit_score,churn_label
1287,Female,34,West,88,Month-to-month,Fiber optic,67,No,4,Mailed check,73.21,6442.86,0,0,2023-07-15,621,0
1288,Female,41,North,17,Two year,Fiber optic,62,Yes,0,Mailed check,63.27,1613.46,1,0,2023-10-20,600,0
1289,Female,36,North,24,Month-to-month,Fiber optic,58,No,0,Bank transfer,63.67,1528.2,1,0,2023-07-03,370,1
1290,Male,54,West,8,One year,DSL,10,No,3,Electronic check,137.06,1096.5,0,0,2023-10-22,513,0
1291,MALE,25,South,2,Two year,Fiber optic,55,Yes,1,Mailed check,94.28,188.56,0,0,2023-06-01,,0
1292,Male,45,East,75,Two year,Fiber optic,16,Yes,1,Credit card,144.42,10831.46,2,0,2023-12-25,,0
1293,Female,22,North,7,Month-to-month,No,0,Yes,1,Mailed check,55.09,385.64,0,0,2023-06-01,635,0
1294,Male,34,East,12,Month-to-month,DSL,26,No,1,Electronic check,67.45,809.41,0,0,2023-01-12,470,0
1295,m,53,South,21,One year,Fiber optic,79,No,2,Mailed check,30.04,630.76,0,0,2023-12-04,643,0
1296,Female,36,North,1,Month-to-month,No,0,Yes,0,Electronic check,45.71,45.71,0,0,2023-07-22,755,0
1297,Male,81,East,34,Two year,Fiber optic,31,Yes,0,Electronic check,127.06,4319.95,0,0,2023-05-21,709,0
1298,Male,28,South,16,One year,No,0,No,1,Mailed check,54.34,869.42,0,0,2023-01-05,600,0
1299,Male,71,South,7,One year,No,0,Yes,0,Credit card,127.58,893.05,0,0,2023-10-17,,0
1300,Female,62,North,2,Month-to-month,DSL,17,Yes,1,Bank transfer,32.7,65.4,0,0,2023-12-18,590,0
1301,Male,64,North,4,One year,Fiber optic,38,No,0,Electronic check,38.4,230.37,0,0,2023-01-26,736,0
1302,Female,29,South,46,One year,DSL,32,No,0,Bank transfer,59.76,2749.1,1,0,2023-11-07,401,0
1303,Male,38,North,24,Two year,Fiber optic,51,Yes,2,Mailed check,68.09,1634.1,0,1,2023-09-12,309,0
1304,Female,28,West,6,Month-to-month,DSL,37,No,0,Electronic check,97.69,586.16,1,1,2023-05-27,340,0
1305,Female,22,North,2,Month-to-month,Fiber optic,58,No,1,Electronic check,83.52,167.05,0,0,2023-04-28,669,0
1306,Male,73,South,24,Month-to-month,Fiber optic,54,Yes,2,Mailed check,57.51,1380.25,1,0,2023-11-07,425,0
1307,Female,37,North,17,Month-to-month,Fiber optic,51,Yes,1,Bank transfer,66,1122.01,0,0,2023-06-30,682,0
1308,Female,58,South,11,One year,DSL,28,Yes,0,Credit card,60.43,664.71,0,0,2023-04-23,626,0
1309,Male,63,West,10,Two year,No,0,Yes,2,Mailed check,42.56,425.6,0,0,2023-11-22,749,0
1310,Female,29,North,5,Month-to-month,DSL,2,Yes,,Mailed check,43.36,216.81,0,0,2023-04-08,822,1
1311,Male,34,West,23,Two year,DSL,20,Yes,1,Credit card,100.84,2319.24,0,0,2023-11-14,831,0
1312,Female,36,South,71,Month-to-month,DSL,19,Yes,2,Credit card,20,1420,0,0,2023-05-09,572,0
1313,Male,43,East,4,Month-to-month,No,0,No,1,Credit card,118.52,474.08,1,0,2023-12-14,801,0
1314,Male,65,East,19,Month-to-month,No,0,Yes,0,Credit card,59.71,1134.49,1,0,2023-12-04,786,0
1315,Female,69,West,12,Month-to-month,Fiber optic,64,No,0,Mailed check,46.82,561.9,0,0,2023-12-15,526,0
1316,Female,72,East,12,Two year,No,0,Yes,0,Credit card,92.19,1106.31,0,0,2023-03-12,526,1
1317,Female,50,East,6,Month-to-month,DSL,18,Yes,0,Bank transfer,114.56,687.34,1,0,2023-11-18,640,0
1318,Female,79,North,35,One year,No,0,Yes,2,Credit card,103.53,3623.51,0,0,2023-02-19,571,0
1319,Female,40,North,14,Month-to-month,DSL,9,Yes,5,Electronic check,85.06,1190.78,0,0,2023-11-18,694,1
1320,Male,32,West,16,Two year,DSL,20,Yes,0,Electronic check,102.61,2462.535,2,0,2023-11-27,423,1
1321,Female,44,South,8,Month-to-month,DSL,9,Yes,2,Credit card,20,160,0,0,2023-01-21,494,0
1322,Male,81,South,5,Month-to-month,Fiber optic,11,No,1,Mailed check,54.35,271.73,1,0,2023-06-08,,0
1323,Male,68,West,2,Month-to-month,Fiber optic,64,Yes,1,Mailed check,42.66,85.33,1,0,2023-08-14,502,0
1324,Female,70,South,26,Month-to-month,DSL,25,Yes,4,Bank transfer,106.74,2775.22,1,0,2023-01-18,332,0
1325,Male,68,West,5,Month-to-month,No,0,Yes,1,Mailed check,58.5,292.48,0,1,2023-10-24,510,0
1326,Male,64,East,24,Two year,Fiber optic,59,No,1,Bank transfer,95.36,2288.69,0,0,2023-07-06,350,0
1327,Male,21,East,10,One year,DSL,33,No,1,Bank transfer,86.08,860.76,1,0,2023-03-09,706,0
1328,Male,24,West,11,One year,Fiber optic,36,Yes,1,Bank transfer,44.13,485.44,2,0,2023-02-16,840,0
1329,m,52,North,13,One year,Fiber optic,21,Yes,2,Credit card,52.39,681.09,0,0,2023-06-01,817,0
1330,Male,65,South,10,Month-to-month,No,0,Yes,1,Mailed check,108.81,1088.15,1,0,2023-06-17,,0
1331,Female,62,South,3,Month-to-month,Fiber optic,48,Yes,1,Electronic check,46.74,140.21,0,0,2023-08-01,395,0
1332,male,36,South,8,Two year,Fiber optic,43,Yes,1,Bank transfer,73.75,884.955,0,0,2023-03-31,723,0
1333,Male,80,East,22,Two year,DSL,11,No,0,Electronic check,46.52,1023.52,0,0,2023-04-13,381,0
1334,Female,55,West,22,Two year,Fiber optic,48,Yes,1,Bank transfer,60.58,1332.79,0,0,2023-03-09,614,0
1335,Female,84,South,7,Two year,No,0,No,3,Mailed check,68.62,480.31,1,0,2023-10-04,579,0
1336,Female,76,South,13,Month-to-month,DSL,13,No,1,Credit card,46.51,604.68,0,0,2023-07-07,385,0
1337,Male,30,West,5,Month-to-month,No,0,Yes,0,Bank transfer,41.19,205.93,1,1,2023-09-29,665,1
1338,male,64,South,5,Month-to-month,Fiber optic,13,No,1,Bank transfer,78.59,392.94,0,0,2023-09-14,665,0
1339,Female,78,South,1,Month-to-month,DSL,15,Yes,1,Electronic check,44.66,44.66,1,0,2023-05-20,,0
1340,Female,48,South,46,Month-to-month,No,0,No,0,Credit card,45.68,2101.29,0,1,2023-03-26,370,0
1341,Male,39,West,5,Month-to-month,Fiber optic,27,Yes,0,Mailed check,41.83,209.14,2,0,2023-05-12,625,1
1342,Female,60,East,6,One year,DSL,22,Yes,1,Bank transfer,67.66,405.98,1,0,2023-09-04,806,0
1343,Male,84,West,7,Two year,DSL,13,Yes,1,Mailed check,98.31,688.18,0,0,2023-06-01,625,0
1344,Male,71,West,3,One year,DSL,31,Yes,3,Credit card,115.2,345.59,1,0,2023-06-23,490,0
1345,Male,27,South,21,Two year,No,0,No,0,Electronic check,48.22,1012.67,0,0,2023-02-28,513,0
1346,Male,59,South,2,Month-to-month,Fiber optic,82,No,1,Credit card,134.51,269.02,0,0,2023-08-28,346,0
1347,Male,81,West,3,Month-to-month,No,0,No,0,Credit card,39.86,119.58,1,0,2023-02-08,388,0
1348,Male,38,South,21,One year,DSL,26,Yes,1,Credit card,102.51,2152.64,1,0,2023-03-14,526,0
1349,Female,83,West,9,Month-to-month,DSL,4,Yes,0,Credit card,48.35,435.14,0,0,2023-04-26,696,0
1350,Male,58,West,25,Month-to-month,DSL,35,No,2,Mailed check,43.87,1096.81,1,0,2023-12-13,516,0
1351,Female,41,East,17,Month-to-month,Fiber optic,81,Yes,1,Mailed check,47.66,810.17,0,0,2023-12-12,600,0
1352,MALE,52,East,6,Month-to-month,No,0,Yes,0,Electronic check,68.43,410.56,1,0,2023-07-23,715,0
1353,Male,73,West,22,One year,Fiber optic,50,No,0,Bank transfer,87.4,1922.78,0,0,2023-10-13,469,0
1354,MALE,47,West,3,Month-to-month,DSL,33,Yes,0,Bank transfer,90.1,270.29,0,0,2023-07-07,664,0
1355,Female,74,South,16,One year,No,0,No,2,Credit card,41.68,666.89,0,0,2023-02-16,531,0
1356,Female,64,North,12,One year,Fiber optic,38,Yes,1,Credit card,40.31,483.72,0,1,2023-07-22,627,0
1357,Female,52,South,7,Month-to-month,DSL,1,Yes,0,Mailed check,42.5,297.51,0,0,2023-01-08,532,0
1358,Male,36,East,19,Month-to-month,No,0,No,0,Bank transfer,66.66,1899.795,0,1,2023-05-16,,0
1359,Female,25,South,42,Month-to-month,DSL,12,No,3,Electronic check,63.7,2675.2,0,0,2023-10-02,701,0
1360,Male,43,East,137,Month-to-month,DSL,37,No,2,Credit card,41.49,5684.78,0,0,2023-03-05,725,0
1361,Female,47,South,19,One year,DSL,5,No,1,Mailed check,78.09,1483.67,0,1,2023-08-21,707,0
1362,Female,24,East,11,One year,Fiber optic,49,No,0,Credit card,137.88,1516.65,0,1,2023-07-08,516,1
1363,Male,84,North,6,One year,Fiber optic,50,Yes,0,Credit card,54.86,329.15,2,0,2023-12-11,469,0
1364,Female,82,East,6,Month-to-month,DSL,14,No,2,Mailed check,56.99,341.97,1,0,2023-12-11,,1
1365,Female,53,East,14,One year,DSL,15,Yes,1,Bank transfer,86.79,1215.06,0,0,2023-05-15,485,0
1366,Female,42,South,10,One year,Fiber optic,51,Yes,1,Bank transfer,53.24,532.36,0,1,2023-10-27,460,0
1367,Male,54,South,50,Month-to-month,No,0,No,1,Credit card,90.07,4503.45,0,0,2023-07-15,583,0
1368,Female,18,East,10,One year,Fiber optic,38,No,1,Bank transfer,48.44,484.44,0,1,2023-11-23,483,0
1369,Male,32,South,10,Month-to-month,DSL,5,Yes,3,Mailed check,124.96,1249.64,0,0,2023-07-10,,0
1370,Female,54,South,10,One year,DSL,22,No,0,Bank transfer,80.34,803.43,3,0,2023-02-25,441,0
1371,Male,30,West,37,One year,DSL,30,No,0,Credit card,51.4,1901.77,1,0,2023-12-12,530,0
1372,Male,25,East,22,Month-to-month,DSL,28,Yes,1,Credit card,52.34,1151.46,0,1,2023-04-30,767,0
1373,Female,22,West,20,One year,Fiber optic,33,Yes,2,Mailed check,54.59,1091.72,0,1,2023-08-30,687,0
1374,Female,77,South,9,Month-to-month,Fiber optic,24,No,0,Credit card,111.18,1000.64,1,0,2023-01-13,457,1
1375,Male,18,South,35,Month-to-month,Fiber optic,44,Yes,0,Bank transfer,31.94,1117.81,2,0,2023-11-14,617,0
1376,Male,53,West,1,Two year,Fiber optic,81,Yes,3,Mailed check,49.96,49.96,0,0,2023-10-15,484,0
1377,Female,52,East,41,Two year,DSL,26,Yes,0,Credit card,53.15,2179.16,1,0,2023-06-17,720,0
1378,Male,83,East,15,Month-to-month,DSL,27,Yes,0,Mailed check,69.53,1042.94,0,0,2023-11-09,482,0
1379,m,80,South,11,Month-to-month,Fiber optic,67,Yes,2,Mailed check,61.87,680.53,2,0,2023-04-24,351,0
1380,Female,40,South,14,Month-to-month,DSL,24,Yes,0,Bank transfer,25.26,353.68,1,1,2023-11-28,302,0
1381,m,26,North,23,Month-to-month,DSL,21,Yes,2,Bank transfer,58.01,1334.12,1,0,2023-02-02,376,0
1382,Female,51,South,1,Two year,DSL,26,Yes,1,Electronic check,67.01,67.01,0,0,2023-11-22,315,0
1383,Male,63,North,42,Two year,DSL,14,Yes,1,Mailed check,51.16,2148.6,0,0,2023-08-26,529,0
1384,Female,21,North,12,One year,DSL,5,Yes,0,Bank transfer,90.6,1087.24,1,0,2023-12-25,566,0
1385,Male,47,West,9,Month-to-month,No,0,No,0,Credit card,97.58,878.24,0,1,2023-06-04,605,0
1386,Female,20,South,3,One year,No,0,No,0,Electronic check,67.65,202.95,0,1,2023-11-29,305,0
1387,Male,31,East,12,Month-to-month,DSL,27,No,1,Electronic check,76.92,922.99,0,0,2023-07-29,409,0
1388,Female,77,West,14,Two year,DSL,32,Yes,1,Credit card,20,280,1,0,2023-03-01,,0
1389,Male,62,East,11,Two year,Fiber optic,27,Yes,0,Bank transfer,57.37,631.04,1,0,2023-03-13,506,0
1390,Male,51,North,23,One year,DSL,28,Yes,0,Mailed check,100.14,2303.33,1,0,2023-01-24,728,0
1391,Female,62,East,11,Month-to-month,DSL,36,Yes,2,Electronic check,57.3,630.27,0,0,2023-01-20,465,0
1392,Female,78,East,66,Month-to-month,DSL,19,Yes,1,Credit card,47.88,3160.22,1,0,2023-06-05,559,0
1393,Female,33,East,19,Month-to-month,DSL,11,No,0,Credit card,138.33,2628.28,0,1,2023-09-10,693,0
1394,Female,83,West,33,Two year,Fiber optic,52,Yes,1,Credit card,124.57,4110.89,2,0,2023-03-01,420,0
1395,Male,57,West,3,Month-to-month,No,0,No,0,Credit card,84.03,252.08,0,1,2023-02-19,712,0
1396,Female,34,East,11,Month-to-month,DSL,14,No,0,Electronic check,104.17,1145.84,0,0,2023-05-01,439,1
1397,Male,51,South,9,Month-to-month,DSL,13,No,1,Mailed check,20,180,0,1,2023-10-03,467,0
1398,Male,33,East,17,Two year,DSL,24,Yes,0,Bank transfer,46.37,788.35,2,0,2023-03-11,383,0
1399,Female,77,North,40,Month-to-month,DSL,3,No,2,Credit card,55.9,2236.05,0,0,2023-07-18,720,0
1400,Male,83,West,2,Two year,No,0,Yes,2,Credit card,62.92,125.84,0,0,2023-08-21,567,0
1401,Male,83,North,2,Two year,Fiber optic,21,Yes,1,Mailed check,55.3,110.6,0,1,2023-07-09,,0
1402,Male,30,South,38,Two year,Fiber optic,50,No,0,Mailed check,20,760,0,0,2023-12-10,602,0
1403,Male,73,West,5,Month-to-month,Fiber optic,49,No,,Bank transfer,81.58,407.9,2,0,2023-12-23,637,1
1404,Female,48,East,23,Month-to-month,No,0,No,,Electronic check,86.31,2977.68,1,1,2023-10-04,629,1
1405,Female,51,South,16,Month-to-month,No,0,Yes,1,Mailed check,118.06,1888.91,1,0,2023-08-03,498,0
1406,Female,56,South,36,Month-to-month,DSL,23,Yes,1,Electronic check,46.35,1668.63,0,0,2023-10-28,,0
1407,Female,84,West,3,Month-to-month,DSL,38,No,2,Electronic check,43.9,131.69,0,0,2023-03-21,731,0
1408,Male,25,South,3,One year,Fiber optic,52,Yes,1,Credit card,20,60,2,0,2023-08-01,,0
1409,Male,72,West,17,Month-to-month,DSL,25,Yes,0,Electronic check,61.19,1040.28,1,0,2023-12-02,402,0
1410,Female,44,North,59,Two year,No,0,Yes,0,Credit card,97.03,5724.97,2,0,2023-02-20,734,0
1411,Female,70,West,11,Month-to-month,Fiber optic,30,No,0,Credit card,51.65,568.12,1,0,2023-09-08,680,0
1412,Female,56,West,8,One year,No,0,No,1,Bank transfer,134.3,1074.43,0,0,2023-11-12,365,1
1413,Male,82,North,19,One year,DSL,27,No,0,Electronic check,62.3,1183.74,0,0,2023-07-28,569,0
1414,Female,34,South,54,One year,No,0,Yes,0,Mailed check,74.41,4018.13,0,0,2023-05-24,346,0
1415,Female,47,North,37,Two year,DSL,14,No,3,Mailed check,29.11,1076.96,1,1,2023-01-17,664,0
1416,Female,70,East,109,One year,No,0,Yes,1,Mailed check,78.62,8569.21,0,0,2023-12-20,479,0
1417,Male,30,East,1,Two year,DSL,20,Yes,0,Bank transfer,20,30,1,1,2023-07-09,367,0
1418,Male,38,East,3,Month-to-month,Fiber optic,47,Yes,2,Credit card,90.81,272.43,0,0,2023-04-22,414,0
1419,male,36,North,19,One year,Fiber optic,70,Yes,1,Credit card,91.73,1742.92,0,0,2023-08-16,325,0
1420,Male,70,South,35,Month-to-month,Fiber optic,23,No,1,Mailed check,110.78,3877.26,0,0,2023-08-16,506,0
1421,Male,36,North,7,Month-to-month,Fiber optic,4,No,0,Credit card,39.4,275.81,0,0,2023-05-01,372,0
1422,Male,74,South,6,Month-to-month,No,0,Yes,3,Credit card,74.82,448.9,0,0,2023-07-05,558,0
1423,Male,42,East,31,Month-to-month,Fiber optic,45,No,1,Bank transfer,86.91,2694.35,0,0,2023-02-20,685,0
1424,Male,48,West,2,Month-to-month,Fiber optic,59,No,0,Electronic check,83.27,166.54,1,1,2023-12-18,329,1
1425,Female,72,East,10,Month-to-month,DSL,21,No,1,Electronic check,44.04,440.41,1,0,2023-07-08,,0
1426,Female,40,South,15,Month-to-month,No,0,No,0,Bank transfer,20,300,3,0,2023-10-06,,0
1427,Male,49,West,17,Two year,Fiber optic,74,No,1,Bank transfer,80.41,1366.95,2,1,2023-11-27,820,0
1428,Male,79,East,27,Month-to-month,Fiber optic,58,No,1,Credit card,65.43,1766.48,0,0,2023-07-03,819,0
1429,Female,27,West,9,One year,DSL,14,No,2,Bank transfer,53,477,1,0,2023-02-01,,0
1430,Male,71,East,19,Month-to-month,Fiber optic,3,No,0,Credit card,92.92,1765.45,0,0,2023-07-23,700,0
1431,Male,69,South,18,Two year,DSL,17,No,0,Electronic check,68.65,1235.74,0,0,2023-05-22,573,0
1432,Male,37,North,16,Two year,DSL,30,No,1,Bank transfer,30.42,486.79,2,0,2023-04-08,771,0
1433,Female,49,East,21,One year,Fiber optic,42,No,0,Credit card,20,420,1,0,2023-03-04,671,1
1434,Female,31,North,7,One year,DSL,20,Yes,3,Electronic check,36.13,252.92,1,0,2023-08-21,730,0
1435,Female,67,South,2,Month-to-month,DSL,24,Yes,1,Electronic check,141.79,283.58,1,0,2023-02-16,838,0
1436,Female,45,East,3,Two year,Fiber optic,29,No,0,Mailed check,91.68,275.05,0,0,2023-12-06,647,0
1437,Female,70,East,6,Two year,DSL,26,No,2,Electronic check,75.66,453.95,0,0,2023-04-19,,0
1438,Male,41,East,14,Two year,DSL,36,No,2,Bank transfer,64.55,903.7,2,0,2023-11-25,781,0
1439,Female,39,North,37,One year,DSL,18,No,3,Bank transfer,62.58,2315.39,0,1,2023-11-24,555,0
1440,Male,47,South,25,Month-to-month,Fiber optic,27,Yes,2,Credit card,105.02,2625.4,2,0,2023-11-02,402,1
1441,Male,80,East,32,Two year,Fiber optic,48,Yes,0,Bank transfer,55.28,1769.03,0,0,2023-01-11,446,0
1442,Female,21,West,9,Month-to-month,Fiber optic,5,No,0,Electronic check,87.31,785.77,0,0,2023-01-26,,0
1443,Female,76,East,11,One year,DSL,23,Yes,1,Credit card,59.55,655.02,0,0,2023-06-20,722,0
1444,Male,25,West,11,Month-to-month,DSL,24,No,0,Electronic check,128.2,2115.375,0,0,2023-05-05,,0
1445,Male,29,West,5,Two year,DSL,36,Yes,0,Mailed check,92.27,461.34,0,0,2023-03-06,,0
1446,Male,48,East,2,Month-to-month,Fiber optic,46,No,0,Credit card,107.37,214.73,0,0,2023-10-17,812,0
1447,Female,51,North,18,Month-to-month,No,0,Yes,1,Mailed check,52.47,944.42,3,1,2023-04-16,,0
1448,Female,66,East,91,One year,DSL,24,Yes,0,Credit card,101.74,9258.71,1,0,2023-02-05,692,0
1449,Female,74,East,4,One year,DSL,11,Yes,2,Bank transfer,60.62,242.49,1,0,2023-10-11,300,0
1450,Female,43,East,1,One year,DSL,16,No,0,Electronic check,73.3,73.3,2,0,2023-04-17,560,0
1451,Female,35,South,31,Month-to-month,Fiber optic,19,Yes,1,Credit card,119.05,3690.59,0,0,2023-10-28,,0
1452,Male,55,East,6,Month-to-month,Fiber optic,46,No,1,Bank transfer,38.72,232.3,2,1,2023-04-21,301,0
1453,Female,67,South,36,One year,Fiber optic,43,Yes,0,Bank transfer,76.1,2739.51,1,1,2023-04-30,834,0
1454,MALE,25,East,25,Two year,No,0,Yes,0,Bank transfer,83.14,2078.5,1,0,2023-06-18,,0
1455,Male,58,North,59,Two year,Fiber optic,55,No,0,Mailed check,85.6,5050.41,0,0,2023-03-17,776,0
1456,Male,23,West,11,Month-to-month,DSL,13,No,6,Bank transfer,56.48,621.24,1,1,2023-11-02,,1
1457,Female,61,North,22,Two year,DSL,20,No,0,Credit card,132.59,2916.93,0,0,2023-01-02,503,0
1458,Female,81,North,13,Month-to-month,Fiber optic,43,Yes,1,Mailed check,31.15,404.98,0,0,2023-05-22,526,1
1459,Female,46,South,20,One year,Fiber optic,43,No,3,Electronic check,113.77,2275.33,1,0,2023-03-16,,0
1460,Male,45,East,12,Month-to-month,Fiber optic,51,No,2,Bank transfer,106.45,1277.42,2,0,2023-03-08,546,0
1461,Male,28,South,5,Month-to-month,Fiber optic,50,No,2,Credit card,127.03,635.13,1,0,2023-10-04,316,0
1462,Male,82,South,15,One year,Fiber optic,65,Yes,1,Credit card,22.35,335.3,0,0,2023-05-09,603,0
1463,Male,36,East,16,One year,No,0,No,1,Mailed check,43.94,702.96,0,0,2023-03-31,,0
1464,Male,26,South,34,Month-to-month,Fiber optic,47,No,0,Electronic check,114.76,3901.78,0,1,2023-02-26,496,0
1465,Male,44,West,27,Month-to-month,Fiber optic,43,Yes,1,Mailed check,20,540,0,0,2023-12-05,745,0
1466,MALE,51,West,22,Month-to-month,DSL,18,No,1,Bank transfer,21.81,479.74,0,0,2023-01-14,640,0
1467,Female,61,East,3,One year,Fiber optic,35,Yes,3,Electronic check,55.35,166.05,1,0,2023-03-09,360,1
1468,Female,32,South,26,Month-to-month,No,0,No,1,Electronic check,75.76,1969.76,1,1,2023-01-08,566,0
1469,Female,68,East,14,Month-to-month,DSL,16,No,0,Electronic check,117.77,2473.095,0,0,2023-07-03,396,0
1470,Male,30,North,45,One year,Fiber optic,90,No,0,Mailed check,64.44,2899.89,0,0,2023-05-02,582,0
1471,Male,66,South,51,One year,Fiber optic,31,No,1,Credit card,51.75,2639.39,0,1,2023-10-29,546,0
1472,Female,73,South,2,One year,DSL,17,Yes,1,Mailed check,79.34,158.68,1,1,2023-06-15,334,0
1473,Male,68,West,35,One year,Fiber optic,42,Yes,1,Credit card,84.09,2943.08,0,0,2023-01-09,768,0
1474,Female,54,North,1,Two year,DSL,17,Yes,1,Mailed check,83.24,83.24,0,1,2023-03-31,367,0
1475,Female,34,East,10,Two year,No,0,Yes,1,Credit card,64.66,646.6,0,0,2023-05-16,488,0
1476,Female,75,East,16,Two year,No,0,Yes,0,Credit card,20,320,0,0,2023-01-27,340,0
1477,Male,46,South,4,One year,DSL,16,Yes,1,Electronic check,42.47,169.89,0,0,2023-03-06,366,0
1478,Female,50,North,28,Month-to-month,DSL,22,No,0,Credit card,112.61,3153.03,0,0,2023-08-04,607,0
1479,Female,77,West,1,Two year,Fiber optic,15,No,2,Bank transfer,75.61,75.61,0,0,2023-09-27,418,0
1480,Female,72,East,4,Month-to-month,DSL,30,No,0,Bank transfer,60.32,241.3,0,0,2023-02-28,485,1
1481,Male,27,East,18,Month-to-month,DSL,26,Yes,0,Credit card,103.55,1863.81,1,0,2023-02-02,369,0
1482,Male,64,South,26,Month-to-month,Fiber optic,25,No,1,Credit card,36.1,938.51,0,1,2023-09-01,583,0
1483,Female,40,South,50,Month-to-month,DSL,2,Yes,1,Credit card,63.24,3161.98,0,1,2023-08-18,847,0
1484,Male,38,South,25,Two year,DSL,10,Yes,1,Credit card,74.13,1853.32,0,0,2023-07-05,647,0
1485,Male,30,North,23,One year,No,0,No,2,Electronic check,56.76,1305.45,0,1,2023-09-20,,0
1486,Male,50,North,11,One year,No,0,No,0,Bank transfer,73.02,803.25,0,1,2023-10-31,,0
1487,Male,41,West,1,One year,Fiber optic,45,Yes,1,Electronic check,64.37,64.37,0,0,2023-02-25,579,0
1488,Male,28,South,3,Month-to-month,No,0,Yes,0,Bank transfer,28.02,84.06,0,0,2023-08-20,647,0
1489,Male,34,North,16,Month-to-month,DSL,45,Yes,3,Credit card,75.44,1207.11,2,1,2023-09-15,777,1
1490,Male,64,East,23,One year,DSL,25,No,0,Bank transfer,30.15,693.44,0,0,2023-04-24,,0
1491,Male,42,West,11,One year,DSL,1,Yes,0,Bank transfer,74.97,824.65,1,1,2023-11-11,,0
1492,Male,38,North,27,Month-to-month,Fiber optic,36,Yes,1,Mailed check,111.22,3003.05,1,0,2023-01-23,,1
1493,Male,29,East,15,One year,No,0,No,1,Mailed check,61.57,923.54,0,0,2023-12-04,522,0
1494,Female,54,North,2,Month-to-month,Fiber optic,48,Yes,0,Credit card,34.86,69.71,2,0,2023-09-24,551,0
1495,Female,59,North,5,Month-to-month,No,0,No,3,Electronic check,66.19,330.95,1,0,2023-06-04,379,0
1496,Male,34,North,37,Month-to-month,Fiber optic,55,Yes,1,Mailed check,45.04,1666.51,0,0,2023-08-23,712,0
1497,Female,65,West,26,Month-to-month,DSL,6,No,0,Credit card,87.84,2283.72,0,0,2023-11-26,692,0
1498,Female,45,North,46,Two year,Fiber optic,47,Yes,1,Electronic check,65.56,3015.78,0,0,2023-01-16,633,0
1499,MALE,58,North,3,Two year,DSL,12,No,0,Mailed check,121.29,363.88,1,0,2023-02-01,627,0
1500,Male,64,South,93,Month-to-month,DSL,8,Yes,0,Bank transfer,104.89,9754.74,1,0,2023-09-03,301,0
1501,Male,35,West,5,One year,Fiber optic,55,Yes,1,Mailed check,65.41,327.04,0,0,2023-07-25,,0
1502,Female,30,South,1,One year,Fiber optic,65,No,,Credit card,91.47,91.47,0,1,2023-08-07,557,1
1503,Female,30,South,120,Month-to-month,Fiber optic,66,No,1,Mailed check,58.2,6984.35,0,0,2023-12-18,666,0
1504,Male,48,North,7,Month-to-month,Fiber optic,61,Yes,2,Mailed check,71.02,497.13,1,0,2023-02-25,445,0
1505,Male,19,South,23,Two year,DSL,15,Yes,1,Electronic check,59.16,1360.61,0,0,2023-09-09,677,1
1506,Male,33,East,4,One year,Fiber optic,64,Yes,1,Electronic check,92.99,371.97,0,0,2023-12-31,740,0
1507,Female,26,East,18,Two year,Fiber optic,56,Yes,2,Bank transfer,112.99,2033.81,0,0,2023-08-16,754,0
1508,Female,55,South,47,Month-to-month,DSL,21,Yes,1,Credit card,93.96,4416.09,1,0,2023-02-07,706,0
1509,Female,71,South,8,One year,No,0,Yes,1,Bank transfer,97.66,781.26,1,0,2023-02-11,318,0
1510,Female,73,North,23,Month-to-month,Fiber optic,37,Yes,1,Bank transfer,97.69,2246.89,0,0,2023-06-14,732,0
1511,Male,62,South,5,Month-to-month,Fiber optic,40,No,2,Mailed check,86.54,432.69,0,0,2023-11-08,728,1
1512,Male,51,North,20,One year,No,0,Yes,2,Bank transfer,35.82,716.43,1,0,2023-03-17,551,0
1513,Male,26,West,9,Month-to-month,No,0,No,0,Electronic check,121.03,1089.26,1,0,2023-02-03,,0
1514,Male,25,West,5,Month-to-month,No,0,Yes,1,Bank transfer,124.13,620.66,0,0,2023-03-06,412,0
1515,Female,24,West,8,Month-to-month,DSL,20,Yes,1,Credit card,62.98,503.87,1,1,2023-05-21,448,0
1516,Female,53,West,4,Month-to-month,DSL,44,No,0,Bank transfer,58.88,235.52,0,0,2023-11-16,357,0
1517,Male,35,East,47,One year,DSL,23,Yes,2,Credit card,88.37,6230.25,0,1,2023-11-21,496,0
1518,Male,20,East,11,Month-to-month,DSL,13,No,1,Credit card,86.52,1427.655,0,0,2023-10-27,317,1
1519,Female,45,South,6,Month-to-month,No,0,Yes,2,Bank transfer,63.94,383.65,0,0,2023-10-08,514,0
1520,Male,61,East,12,Month-to-month,Fiber optic,33,Yes,0,Bank transfer,32.5,389.99,0,0,2023-12-31,315,0
1521,Female,38,South,8,Month-to-month,DSL,15,Yes,0,Bank transfer,79.17,633.37,0,1,2023-06-16,698,0
1522,Male,45,South,28,One year,DSL,41,Yes,0,Credit card,86.54,2423.21,1,0,2023-07-15,532,0
1523,Male,71,West,71,Month-to-month,DSL,16,No,0,Electronic check,91.77,6516,0,0,2023-11-02,324,0
1524,Male,71,South,12,One year,Fiber optic,68,No,1,Mailed check,80.48,965.75,0,0,2023/13/01,,0
1525,Male,82,South,40,Month-to-month,Fiber optic,42,No,2,Bank transfer,61.87,2474.66,0,0,2023-05-31,664,0
